pair,prompt_id,arm,layer,lens_logodds,lens_entropy
7,ale_08_3_u,uncertain,11,-3.857818603515625,1.3315072059631348
7,ale_08_3_u,uncertain,12,-3.2534379959106445,1.2996302843093872
7,ale_08_3_u,uncertain,13,-3.8629465103149414,3.5887043476104736
7,ale_08_3_u,uncertain,14,-4.32246208190918,8.351277351379395
7,ale_08_3_u,uncertain,15,-2.706610679626465,9.917291641235352
7,ale_08_3_u,uncertain,16,-1.9076032638549805,9.478763580322266
7,ale_08_3_u,uncertain,17,-2.6735706329345703,9.788768768310547
7,ale_08_3_u,uncertain,18,-3.800753593444824,10.11568832397461
7,ale_08_3_u,uncertain,19,-3.938105583190918,9.801387786865234
7,ale_08_3_u,uncertain,20,-3.988729476928711,9.312034606933594
7,ale_08_3_u,uncertain,21,-0.870387077331543,8.524785041809082
7,ale_08_3_u,uncertain,22,-0.6172809600830078,6.8132548332214355
7,ale_08_3_u,uncertain,23,0.09467220306396484,5.990512371063232
7,ale_08_3_u,uncertain,24,0.7678136825561523,3.152696371078491
7,ale_08_3_u,uncertain,25,-0.9244146347045898,5.007384300231934
7,ale_08_3_u,uncertain,26,-0.18273448944091797,5.22859001159668
7,ale_08_3_u,uncertain,-1,-1.062795639038086,1.8341012001037598
7,ale_08_3_c,control,0,-2.864596366882324,0.9069471955299377
7,ale_08_3_c,control,1,-2.6435928344726562,5.222715854644775
7,ale_08_3_c,control,2,-4.652812957763672,0.10311915725469589
7,ale_08_3_c,control,3,-1.1975879669189453,7.232949733734131
7,ale_08_3_c,control,4,-0.9558744430541992,0.30247780680656433
7,ale_08_3_c,control,5,-0.5367069244384766,9.626250267028809
7,ale_08_3_c,control,6,-2.0568504333496094,4.907454013824463
7,ale_08_3_c,control,7,-2.9247589111328125,1.2226526737213135
7,ale_08_3_c,control,8,-2.226593017578125,0.891446590423584
7,ale_08_3_c,control,9,-2.534025192260742,1.3406845331192017
7,ale_08_3_c,control,10,-2.1196908950805664,1.3546768426895142
7,ale_08_3_c,control,11,-3.939973831176758,1.0338387489318848
7,ale_08_3_c,control,12,-3.0624399185180664,1.1151940822601318
7,ale_08_3_c,control,13,-3.9152679443359375,1.98289155960083
7,ale_08_3_c,control,14,-5.383474349975586,4.855024814605713
7,ale_08_3_c,control,15,-3.333733558654785,9.654214859008789
7,ale_08_3_c,control,16,-2.992072105407715,8.083285331726074
7,ale_08_3_c,control,17,-3.4665937423706055,9.344512939453125
7,ale_08_3_c,control,18,-4.840999603271484,9.954224586486816
7,ale_08_3_c,control,19,-3.812143325805664,9.84858226776123
7,ale_08_3_c,control,20,-4.290125846862793,9.349466323852539
7,ale_08_3_c,control,21,-3.7170629501342773,8.802986145019531
7,ale_08_3_c,control,22,-3.4559688568115234,7.123477935791016
7,ale_08_3_c,control,23,-1.8528022766113281,1.1855779886245728
7,ale_08_3_c,control,24,-1.0886650085449219,1.417720913887024
7,ale_08_3_c,control,25,-5.133665084838867,2.575188398361206
7,ale_08_3_c,control,26,-5.773281097412109,0.6823973059654236
7,ale_08_3_c,control,-1,-12.64889144897461,0.007081436458975077
8,ale_11_2_u,uncertain,0,-2.820493698120117,0.9798498153686523
8,ale_11_2_u,uncertain,1,-2.66721248626709,5.036495685577393
8,ale_11_2_u,uncertain,2,-4.658553123474121,0.12299180030822754
8,ale_11_2_u,uncertain,3,-1.1311235427856445,7.367187976837158
8,ale_11_2_u,uncertain,4,-0.9575738906860352,0.35175225138664246
8,ale_11_2_u,uncertain,5,-0.5407133102416992,8.811574935913086
8,ale_11_2_u,uncertain,6,-2.1673593521118164,4.2401604652404785
8,ale_11_2_u,uncertain,7,-2.874114990234375,1.357120156288147
8,ale_11_2_u,uncertain,8,-2.032451629638672,1.7492358684539795
8,ale_11_2_u,uncertain,9,-1.6069021224975586,1.204682469367981
8,ale_11_2_u,uncertain,10,-1.4032888412475586,1.435225009918213
8,ale_11_2_u,uncertain,11,-2.74802303314209,1.370598316192627
8,ale_11_2_u,uncertain,12,-2.403740882873535,1.7595006227493286
8,ale_11_2_u,uncertain,13,-3.461258888244629,2.3034775257110596
8,ale_11_2_u,uncertain,14,-3.879516124725342,8.093412399291992
8,ale_11_2_u,uncertain,15,-2.010456085205078,10.102286338806152
8,ale_11_2_u,uncertain,16,-1.5941753387451172,9.971920013427734
8,ale_11_2_u,uncertain,17,-1.9365949630737305,9.944360733032227
8,ale_11_2_u,uncertain,18,-2.4031152725219727,10.154304504394531
8,ale_11_2_u,uncertain,19,-2.1393489837646484,9.989547729492188
8,ale_11_2_u,uncertain,20,-1.9620275497436523,9.557119369506836
8,ale_11_2_u,uncertain,21,0.8842945098876953,9.027851104736328
8,ale_11_2_u,uncertain,22,0.6603279113769531,8.99141788482666
8,ale_11_2_u,uncertain,23,1.6696224212646484,4.142518043518066
8,ale_11_2_u,uncertain,24,1.9970483779907227,3.80299973487854
8,ale_11_2_u,uncertain,25,0.20257949829101562,1.4575117826461792
8,ale_11_2_u,uncertain,26,2.793063163757324,3.0184097290039062
8,ale_11_2_u,uncertain,-1,2.8639230728149414,0.9463334679603577
8,ale_11_2_c,control,0,-2.9003124237060547,1.1001152992248535
8,ale_11_2_c,control,1,-2.7632579803466797,5.2381391525268555
8,ale_11_2_c,control,2,-4.801323890686035,0.08042719960212708
8,ale_11_2_c,control,3,-1.1875410079956055,7.215541839599609
8,ale_11_2_c,control,4,-1.0659217834472656,0.289447546005249
8,ale_11_2_c,control,5,-0.6463918685913086,8.882286071777344
8,ale_11_2_c,control,6,-2.2187633514404297,4.607136249542236
8,ale_11_2_c,control,7,-2.9848737716674805,1.2957191467285156
8,ale_11_2_c,control,8,-2.226726531982422,1.695193886756897
8,ale_11_2_c,control,9,-1.9860258102416992,1.6724086999893188
8,ale_11_2_c,control,10,-1.6637334823608398,1.4501367807388306
8,ale_11_2_c,control,11,-3.245131492614746,1.3557548522949219
8,ale_11_2_c,control,12,-2.7527990341186523,2.0344409942626953
8,ale_11_2_c,control,13,-3.372264862060547,3.110307455062866
8,ale_11_2_c,control,14,-4.548086166381836,5.751010894775391
8,ale_11_2_c,control,15,-2.7242918014526367,9.857065200805664
8,ale_11_2_c,control,16,-2.161252021789551,10.094856262207031
8,ale_11_2_c,control,17,-1.8425168991088867,9.68861198425293
8,ale_11_2_c,control,18,-2.9479265213012695,10.340272903442383
8,ale_11_2_c,control,19,-2.2041139602661133,10.112639427185059
8,ale_11_2_c,control,20,-2.8280534744262695,9.411907196044922
8,ale_11_2_c,control,21,-1.3072566986083984,8.81074047088623
8,ale_11_2_c,control,22,-0.5929231643676758,8.712886810302734
8,ale_11_2_c,control,23,0.03451728820800781,1.625785231590271
8,ale_11_2_c,control,24,0.19243431091308594,1.5282604694366455
8,ale_11_2_c,control,25,-1.421560287475586,0.27821412682533264
8,ale_11_2_c,control,26,-1.03912353515625,0.735733151435852
8,ale_11_2_c,control,-1,-4.160064697265625,0.00740497000515461
9,ale_01_1_u,uncertain,0,-3.067019462585449,0.8832955956459045
9,ale_01_1_u,uncertain,1,-2.85933780670166,5.049798011779785
9,ale_01_1_u,uncertain,2,-4.733024597167969,0.09073448181152344
9,ale_01_1_u,uncertain,3,-1.317875862121582,7.013992786407471
9,ale_01_1_u,uncertain,4,-1.1398372650146484,0.17215296626091003
9,ale_01_1_u,uncertain,5,-0.9645862579345703,7.641275405883789
9,ale_01_1_u,uncertain,6,-2.505063056945801,2.3033998012542725
9,ale_01_1_u,uncertain,7,-3.259096145629883,0.7594918608665466
9,ale_01_1_u,uncertain,8,-2.057072639465332,1.7947033643722534
9,ale_01_1_u,uncertain,9,-2.144329071044922,2.4007580280303955
9,ale_01_1_u,uncertain,10,-1.3991680145263672,1.7553561925888062
9,ale_01_1_u,uncertain,11,-2.477609634399414,1.824959397315979
9,ale_01_1_u,uncertain,12,-2.822601318359375,1.6956369876861572
9,ale_01_1_u,uncertain,13,-3.8648834228515625,3.7860262393951416
9,ale_01_1_u,uncertain,14,-4.454779624938965,9.512678146362305
9,ale_01_1_u,uncertain,15,-2.3628931045532227,10.424739837646484
9,ale_01_1_u,uncertain,16,-2.389472007751465,10.419281005859375
9,ale_01_1_u,uncertain,17,-2.1134891510009766,10.4851655960083
9,ale_01_1_u,uncertain,18,-3.054041862487793,10.40363883972168
9,ale_01_1_u,uncertain,19,-3.5197229385375977,10.094585418701172
9,ale_01_1_u,uncertain,20,-3.4244585037231445,9.46070671081543
9,ale_01_1_u,uncertain,21,-2.987689971923828,9.047118186950684
9,ale_01_1_u,uncertain,22,-3.030170440673828,8.701136589050293
9,ale_01_1_u,uncertain,23,-2.388361930847168,6.949458599090576
9,ale_01_1_u,uncertain,24,-2.72332763671875,4.0349507331848145
9,ale_01_1_u,uncertain,25,-2.5837316513061523,3.6511802673339844
9,ale_01_1_u,uncertain,26,-1.0157785415649414,6.081841468811035
9,ale_01_1_u,uncertain,-1,-2.4746341705322266,1.0893255472183228
9,ale_01_1_c,control,0,-3.0976028442382812,0.8080955147743225
9,ale_01_1_c,control,1,-2.890840530395508,5.094778537750244
9,ale_01_1_c,control,2,-4.801295280456543,0.0963214710354805
9,ale_01_1_c,control,3,-1.3902826309204102,6.811380386352539
9,ale_01_1_c,control,4,-1.2823753356933594,0.18445338308811188
9,ale_01_1_c,control,5,-1.0496234893798828,8.02686882019043
9,ale_01_1_c,control,6,-2.5742416381835938,2.8166844844818115
9,ale_01_1_c,control,7,-3.29266357421875,0.7434895038604736
9,ale_01_1_c,control,8,-2.092916488647461,1.752208948135376
9,ale_01_1_c,control,9,-2.4308290481567383,2.584282159805298
9,ale_01_1_c,control,10,-1.5254993438720703,1.7800041437149048
9,ale_01_1_c,control,11,-2.4544734954833984,1.9779189825057983
9,ale_01_1_c,control,12,-2.906587600708008,2.1175029277801514
9,ale_01_1_c,control,13,-3.8049821853637695,3.178929567337036
9,ale_01_1_c,control,14,-4.841791152954102,8.517977714538574
9,ale_01_1_c,control,15,-2.7198867797851562,10.434370994567871
9,ale_01_1_c,control,16,-2.8670034408569336,10.377603530883789
9,ale_01_1_c,control,17,-2.7158679962158203,10.488188743591309
9,ale_01_1_c,control,18,-3.490757942199707,10.418909072875977
9,ale_01_1_c,control,19,-3.7511425018310547,10.003143310546875
9,ale_01_1_c,control,20,-3.4820632934570312,9.67436408996582
9,ale_01_1_c,control,21,-3.1638641357421875,9.16498851776123
9,ale_01_1_c,control,22,-3.490877151489258,8.270317077636719
9,ale_01_1_c,control,23,-1.7374277114868164,6.565255641937256
9,ale_01_1_c,control,24,-1.1403188705444336,5.251840591430664
9,ale_01_1_c,control,25,-0.9151973724365234,3.1670925617218018
9,ale_01_1_c,control,26,0.05980968475341797,2.92901349067688
9,ale_01_1_c,control,-1,-2.1606597900390625,0.43327322602272034
10,ale_11_4_u,uncertain,0,-2.877664566040039,0.7630974650382996
10,ale_11_4_u,uncertain,1,-2.651768684387207,5.472929954528809
10,ale_11_4_u,uncertain,2,-4.702707290649414,0.15215890109539032
10,ale_11_4_u,uncertain,3,-1.2368898391723633,7.121211051940918
10,ale_11_4_u,uncertain,4,-1.0151119232177734,0.13422895967960358
10,ale_11_4_u,uncertain,5,-0.5172023773193359,9.016022682189941
10,ale_11_4_u,uncertain,6,-1.7344694137573242,6.601886749267578
10,ale_11_4_u,uncertain,7,-2.8126049041748047,2.318413019180298
10,ale_11_4_u,uncertain,8,-2.519123077392578,1.7243539094924927
10,ale_11_4_u,uncertain,9,-2.3968849182128906,1.5241204500198364
10,ale_11_4_u,uncertain,10,-1.724771499633789,1.1395078897476196
10,ale_11_4_u,uncertain,11,-3.483633041381836,1.2660037279129028
10,ale_11_4_u,uncertain,12,-3.0630435943603516,1.5484766960144043
10,ale_11_4_u,uncertain,13,-3.2154245376586914,3.304081916809082
10,ale_11_4_u,uncertain,14,-3.2129364013671875,8.83164119720459
10,ale_11_4_u,uncertain,15,-1.5757932662963867,10.071495056152344
10,ale_11_4_u,uncertain,16,-1.1180648803710938,10.013525009155273
10,ale_11_4_u,uncertain,17,-2.7368602752685547,9.767816543579102
10,ale_11_4_u,uncertain,18,-3.336827278137207,10.021575927734375
10,ale_11_4_u,uncertain,19,-3.1175832748413086,9.91162109375
10,ale_11_4_u,uncertain,20,-2.8059253692626953,9.513736724853516
10,ale_11_4_u,uncertain,21,0.021139144897460938,9.232150077819824
10,ale_11_4_u,uncertain,22,-0.030267715454101562,9.120970726013184
10,ale_11_4_u,uncertain,23,0.9660053253173828,3.6686720848083496
10,ale_11_4_u,uncertain,24,1.4587383270263672,4.187953948974609
10,ale_11_4_u,uncertain,25,-0.7317142486572266,1.8702118396759033
10,ale_11_4_u,uncertain,26,-0.14402198791503906,3.738240957260132
10,ale_11_4_u,uncertain,-1,-2.251556396484375,1.0026215314865112
10,ale_11_4_c,control,0,-2.966043472290039,0.9265780448913574
10,ale_11_4_c,control,1,-2.7239561080932617,5.77333927154541
10,ale_11_4_c,control,2,-4.791545867919922,0.09469301998615265
10,ale_11_4_c,control,3,-1.3084144592285156,7.00785493850708
10,ale_11_4_c,control,4,-1.1241931915283203,0.11021382361650467
10,ale_11_4_c,control,5,-0.6604366302490234,8.853754043579102
10,ale_11_4_c,control,6,-1.85009765625,6.020482540130615
10,ale_11_4_c,control,7,-2.9466476440429688,1.7312066555023193
10,ale_11_4_c,control,8,-2.5602731704711914,1.725452184677124
10,ale_11_4_c,control,9,-2.595905303955078,1.8657106161117554
10,ale_11_4_c,control,10,-2.1437110900878906,1.1964651346206665
10,ale_11_4_c,control,11,-3.748175621032715,1.2236175537109375
10,ale_11_4_c,control,12,-3.2586612701416016,1.3403648138046265
10,ale_11_4_c,control,13,-2.80979061126709,5.043063163757324
10,ale_11_4_c,control,14,-3.663304328918457,8.044160842895508
10,ale_11_4_c,control,15,-2.1442413330078125,9.933743476867676
10,ale_11_4_c,control,16,-1.9266595840454102,9.939050674438477
10,ale_11_4_c,control,17,-3.3111371994018555,9.574081420898438
10,ale_11_4_c,control,18,-3.9307613372802734,10.08871841430664
10,ale_11_4_c,control,19,-2.818291664123535,10.029322624206543
10,ale_11_4_c,control,20,-3.5828237533569336,9.514571189880371
10,ale_11_4_c,control,21,-0.9842014312744141,9.087874412536621
10,ale_11_4_c,control,22,-0.10248565673828125,8.862693786621094
10,ale_11_4_c,control,23,0.4653892517089844,2.2977805137634277
10,ale_11_4_c,control,24,-0.4861907958984375,2.5219979286193848
10,ale_11_4_c,control,25,-5.236387252807617,0.2783677875995636
10,ale_11_4_c,control,26,-5.090210914611816,0.9923956990242004
10,ale_11_4_c,control,-1,-11.896265029907227,0.010879969224333763
11,ale_08_4_u,uncertain,0,-2.9811325073242188,0.7506119012832642
11,ale_08_4_u,uncertain,1,-2.7367420196533203,5.279308319091797
11,ale_08_4_u,uncertain,2,-4.722781181335449,0.12146318703889847
11,ale_08_4_u,uncertain,3,-1.2931537628173828,6.90463924407959
11,ale_08_4_u,uncertain,4,-1.0422706604003906,0.16269835829734802
11,ale_08_4_u,uncertain,5,-0.5910892486572266,8.9537353515625
11,ale_08_4_u,uncertain,6,-1.7763862609863281,6.728726387023926
11,ale_08_4_u,uncertain,7,-2.8203372955322266,2.0438754558563232
11,ale_08_4_u,uncertain,8,-2.479344367980957,1.8699274063110352
11,ale_08_4_u,uncertain,9,-2.2099781036376953,1.5118062496185303
11,ale_08_4_u,uncertain,10,-1.932967185974121,1.0676873922348022
11,ale_08_4_u,uncertain,11,-3.3930511474609375,1.3864296674728394
11,ale_08_4_u,uncertain,12,-2.9251670837402344,1.6325048208236694
11,ale_08_4_u,uncertain,13,-2.8086891174316406,3.6494929790496826
11,ale_08_4_u,uncertain,14,-3.086024284362793,9.083979606628418
11,ale_08_4_u,uncertain,15,-1.7526473999023438,10.191178321838379
11,ale_08_4_u,uncertain,16,-1.3069276809692383,10.071270942687988
11,ale_08_4_u,uncertain,17,-2.9388246536254883,9.824365615844727
11,ale_08_4_u,uncertain,18,-3.2257728576660156,10.124314308166504
11,ale_08_4_u,uncertain,19,-2.9128265380859375,9.819725036621094
11,ale_08_4_u,uncertain,20,-2.556955337524414,9.453178405761719
11,ale_08_4_u,uncertain,21,-0.7381525039672852,8.959545135498047
11,ale_08_4_u,uncertain,22,-0.8232746124267578,8.517374038696289
11,ale_08_4_u,uncertain,23,-0.37761688232421875,2.578282594680786
11,ale_08_4_u,uncertain,24,0.8186359405517578,1.1487703323364258
11,ale_08_4_u,uncertain,25,-1.2544384002685547,1.5893324613571167
11,ale_08_4_u,uncertain,26,-0.7193021774291992,1.856863021850586
11,ale_08_4_u,uncertain,-1,-2.900777816772461,0.6137428283691406
11,ale_08_4_c,control,0,-2.942058563232422,0.8973158597946167
11,ale_08_4_c,control,1,-2.698575973510742,5.502574920654297
11,ale_08_4_c,control,2,-4.77402400970459,0.09172166883945465
11,ale_08_4_c,control,3,-1.2802057266235352,6.835165977478027
11,ale_08_4_c,control,4,-1.0494556427001953,0.12568379938602448
11,ale_08_4_c,control,5,-0.5631818771362305,9.37228775024414
11,ale_08_4_c,control,6,-1.621490478515625,7.52333927154541
11,ale_08_4_c,control,7,-2.8261842727661133,2.3058009147644043
11,ale_08_4_c,control,8,-2.654646873474121,1.8388216495513916
11,ale_08_4_c,control,9,-2.93753719329834,2.1093945503234863
11,ale_08_4_c,control,10,-2.3565006256103516,1.0290566682815552
11,ale_08_4_c,control,11,-3.9256591796875,1.4445593357086182
11,ale_08_4_c,control,12,-3.367751121520996,1.3498057126998901
11,ale_08_4_c,control,13,-3.199343681335449,2.857825517654419
11,ale_08_4_c,control,14,-4.100140571594238,7.990847587585449
11,ale_08_4_c,control,15,-2.4470720291137695,9.88541030883789
11,ale_08_4_c,control,16,-2.6587209701538086,9.131401062011719
11,ale_08_4_c,control,17,-3.8527307510375977,8.4434232711792
11,ale_08_4_c,control,18,-3.8545360565185547,10.014802932739258
11,ale_08_4_c,control,19,-2.9020605087280273,9.74339485168457
11,ale_08_4_c,control,20,-3.247370719909668,9.18854808807373
11,ale_08_4_c,control,21,-2.6481475830078125,8.52208423614502
11,ale_08_4_c,control,22,-2.4923582077026367,6.4557294845581055
11,ale_08_4_c,control,23,-2.116964340209961,0.7116800546646118
11,ale_08_4_c,control,24,-1.9572830200195312,1.3078693151474
11,ale_08_4_c,control,25,-6.583808898925781,1.8022668361663818
11,ale_08_4_c,control,26,-6.773798942565918,0.4743945300579071
11,ale_08_4_c,control,-1,-15.928746223449707,0.005251942202448845
12,ale_06_5_u,uncertain,0,-3.0831451416015625,0.8481638431549072
12,ale_06_5_u,uncertain,1,-2.7589101791381836,5.2906904220581055
12,ale_06_5_u,uncertain,2,-4.756681442260742,0.1014997586607933
12,ale_06_5_u,uncertain,3,-1.2776498794555664,7.510921955108643
12,ale_06_5_u,uncertain,4,-1.0849151611328125,0.2241547405719757
12,ale_06_5_u,uncertain,5,-0.8711490631103516,8.524521827697754
12,ale_06_5_u,uncertain,6,-2.4366941452026367,3.307209014892578
12,ale_06_5_u,uncertain,7,-3.080246925354004,1.1223770380020142
12,ale_06_5_u,uncertain,8,-2.4016103744506836,1.9127012491226196
12,ale_06_5_u,uncertain,9,-2.440606117248535,2.2720868587493896
12,ale_06_5_u,uncertain,10,-1.829092025756836,1.3738281726837158
12,ale_06_5_u,uncertain,11,-3.3711929321289062,1.4348989725112915
12,ale_06_5_u,uncertain,12,-3.231673240661621,1.7263092994689941
12,ale_06_5_u,uncertain,13,-4.223112106323242,3.038266181945801
12,ale_06_5_u,uncertain,14,-4.7534027099609375,8.827699661254883
12,ale_06_5_u,uncertain,15,-2.902730941772461,10.093545913696289
12,ale_06_5_u,uncertain,16,-2.264249801635742,9.649324417114258
12,ale_06_5_u,uncertain,17,-3.2540197372436523,9.659671783447266
12,ale_06_5_u,uncertain,18,-2.5606088638305664,10.185309410095215
12,ale_06_5_u,uncertain,19,-4.313686370849609,9.637374877929688
12,ale_06_5_u,uncertain,20,-4.496713638305664,9.375616073608398
12,ale_06_5_u,uncertain,21,-1.6138896942138672,8.872947692871094
12,ale_06_5_u,uncertain,22,-0.7255373001098633,2.547297954559326
12,ale_06_5_u,uncertain,23,0.17162609100341797,6.482938766479492
12,ale_06_5_u,uncertain,24,0.09274482727050781,7.075642108917236
12,ale_06_5_u,uncertain,25,-0.27791595458984375,1.3871068954467773
12,ale_06_5_u,uncertain,26,0.3644895553588867,3.151839256286621
12,ale_06_5_u,uncertain,-1,-1.5502433776855469,1.1463059186935425
12,ale_06_5_c,control,0,-3.1098737716674805,0.7722394466400146
12,ale_06_5_c,control,1,-2.8220701217651367,5.348535537719727
12,ale_06_5_c,control,2,-4.854954719543457,0.0880090668797493
12,ale_06_5_c,control,3,-1.3609542846679688,7.41865348815918
12,ale_06_5_c,control,4,-1.158651351928711,0.2697441577911377
12,ale_06_5_c,control,5,-0.8890161514282227,9.092766761779785
12,ale_06_5_c,control,6,-2.488823890686035,3.517556667327881
12,ale_06_5_c,control,7,-3.2259397506713867,1.1203480958938599
12,ale_06_5_c,control,8,-2.625086784362793,1.792287826538086
12,ale_06_5_c,control,9,-2.921314239501953,2.1812191009521484
12,ale_06_5_c,control,10,-2.059030532836914,1.4001080989837646
12,ale_06_5_c,control,11,-3.323404312133789,1.5419557094573975
12,ale_06_5_c,control,12,-3.174884796142578,2.2425355911254883
12,ale_06_5_c,control,13,-3.9351587295532227,2.259965181350708
12,ale_06_5_c,control,14,-5.4798078536987305,5.132091522216797
12,ale_06_5_c,control,15,-3.649290084838867,9.450372695922852
12,ale_06_5_c,control,16,-3.0396595001220703,5.506831169128418
12,ale_06_5_c,control,17,-3.2601051330566406,9.14211654663086
12,ale_06_5_c,control,18,-4.097161293029785,9.77441120147705
12,ale_06_5_c,control,19,-3.889059066772461,9.917679786682129
12,ale_06_5_c,control,20,-4.9159135818481445,9.337129592895508
12,ale_06_5_c,control,21,-2.5396499633789062,8.98788070678711
12,ale_06_5_c,control,22,-1.2925033569335938,7.891071319580078
12,ale_06_5_c,control,23,-1.3145084381103516,6.311060428619385
12,ale_06_5_c,control,24,-2.5492963790893555,3.9048402309417725
12,ale_06_5_c,control,25,-5.070021629333496,0.049136675894260406
12,ale_06_5_c,control,26,-5.027509689331055,0.15627767145633698
12,ale_06_5_c,control,-1,-9.59466552734375,0.0023750928230583668
13,ale_08_2_u,uncertain,0,-2.902834892272949,0.9262787103652954
13,ale_08_2_u,uncertain,1,-2.7622785568237305,4.797191619873047
13,ale_08_2_u,uncertain,2,-4.707362174987793,0.10289239138364792
13,ale_08_2_u,uncertain,3,-1.1959762573242188,7.100741386413574
13,ale_08_2_u,uncertain,4,-1.034184455871582,0.45152023434638977
13,ale_08_2_u,uncertain,5,-0.6165037155151367,8.606338500976562
13,ale_08_2_u,uncertain,6,-2.2163305282592773,4.4537200927734375
13,ale_08_2_u,uncertain,7,-2.847148895263672,1.241201639175415
13,ale_08_2_u,uncertain,8,-1.9705266952514648,1.8209961652755737
13,ale_08_2_u,uncertain,9,-1.3730335235595703,1.2749782800674438
13,ale_08_2_u,uncertain,10,-1.5711784362792969,1.3701756000518799
13,ale_08_2_u,uncertain,11,-2.6058053970336914,1.4797486066818237
13,ale_08_2_u,uncertain,12,-2.5464677810668945,1.4735691547393799
13,ale_08_2_u,uncertain,13,-3.662991523742676,2.092716693878174
13,ale_08_2_u,uncertain,14,-4.131749153137207,7.959488868713379
13,ale_08_2_u,uncertain,15,-2.413393974304199,10.159256935119629
13,ale_08_2_u,uncertain,16,-1.434326171875,10.088748931884766
13,ale_08_2_u,uncertain,17,-1.3656892776489258,10.295406341552734
13,ale_08_2_u,uncertain,18,-2.314943313598633,10.255294799804688
13,ale_08_2_u,uncertain,19,-2.76419734954834,9.936506271362305
13,ale_08_2_u,uncertain,20,-2.320559501647949,9.495719909667969
13,ale_08_2_u,uncertain,21,-0.4182910919189453,8.852163314819336
13,ale_08_2_u,uncertain,22,-0.0808258056640625,8.18803596496582
13,ale_08_2_u,uncertain,23,0.7501077651977539,3.388401508331299
13,ale_08_2_u,uncertain,24,1.6400337219238281,0.9231104254722595
13,ale_08_2_u,uncertain,25,-0.8654747009277344,2.4530889987945557
13,ale_08_2_u,uncertain,26,1.0338869094848633,3.0751824378967285
13,ale_08_2_u,uncertain,-1,1.183915138244629,0.807041585445404
13,ale_08_2_c,control,0,-2.878830909729004,1.0361708402633667
13,ale_08_2_c,control,1,-2.7205142974853516,5.093594074249268
13,ale_08_2_c,control,2,-4.757780075073242,0.0769491046667099
13,ale_08_2_c,control,3,-1.1620512008666992,7.114002227783203
13,ale_08_2_c,control,4,-1.0093097686767578,0.34819260239601135
13,ale_08_2_c,control,5,-0.5640201568603516,9.191840171813965
13,ale_08_2_c,control,6,-1.9815702438354492,6.053863048553467
13,ale_08_2_c,control,7,-2.936760902404785,1.609548568725586
13,ale_08_2_c,control,8,-2.3356761932373047,1.6786645650863647
13,ale_08_2_c,control,9,-2.446866035461426,1.838910698890686
13,ale_08_2_c,control,10,-1.8941173553466797,1.2310867309570312
13,ale_08_2_c,control,11,-3.572458267211914,1.3561848402023315
13,ale_08_2_c,control,12,-2.7915191650390625,1.9823977947235107
13,ale_08_2_c,control,13,-3.805767059326172,2.2218151092529297
13,ale_08_2_c,control,14,-5.010643482208252,5.388464450836182
13,ale_08_2_c,control,15,-3.084832191467285,9.870841979980469
13,ale_08_2_c,control,16,-2.815230369567871,9.569823265075684
13,ale_08_2_c,control,17,-3.6318273544311523,9.02245044708252
13,ale_08_2_c,control,18,-4.006511688232422,10.048796653747559
13,ale_08_2_c,control,19,-2.743213653564453,9.825919151306152
13,ale_08_2_c,control,20,-3.418423652648926,9.24344253540039
13,ale_08_2_c,control,21,-2.9167137145996094,8.768499374389648
13,ale_08_2_c,control,22,-3.0577621459960938,7.370645046234131
13,ale_08_2_c,control,23,-1.1475868225097656,1.2018253803253174
13,ale_08_2_c,control,24,0.1372966766357422,0.9033293724060059
13,ale_08_2_c,control,25,-2.045198440551758,1.9108290672302246
13,ale_08_2_c,control,26,-3.1387500762939453,0.48675617575645447
13,ale_08_2_c,control,-1,-8.864433288574219,0.003491403302177787
14,ale_11_0_u,uncertain,0,-2.723353385925293,0.8237028121948242
14,ale_11_0_u,uncertain,1,-2.574648857116699,5.610109329223633
14,ale_11_0_u,uncertain,2,-4.580624580383301,0.1530575007200241
14,ale_11_0_u,uncertain,3,-1.1408863067626953,7.236905574798584
14,ale_11_0_u,uncertain,4,-0.8680686950683594,0.3811418116092682
14,ale_11_0_u,uncertain,5,-0.47896480560302734,9.221086502075195
14,ale_11_0_u,uncertain,6,-2.1090087890625,7.72068977355957
14,ale_11_0_u,uncertain,7,-3.216726303100586,1.7513339519500732
14,ale_11_0_u,uncertain,8,-1.9918622970581055,1.9532017707824707
14,ale_11_0_u,uncertain,9,-2.050294876098633,0.9258948564529419
14,ale_11_0_u,uncertain,10,-1.5226879119873047,1.5202488899230957
14,ale_11_0_u,uncertain,11,-2.807455062866211,0.9664129018783569
14,ale_11_0_u,uncertain,12,-2.613828659057617,0.9458373785018921
14,ale_11_0_u,uncertain,13,-3.6624250411987305,2.213685989379883
14,ale_11_0_u,uncertain,14,-3.7290878295898438,8.537246704101562
14,ale_11_0_u,uncertain,15,-2.0662221908569336,10.041545867919922
14,ale_11_0_u,uncertain,16,-1.2872743606567383,9.967844009399414
14,ale_11_0_u,uncertain,17,-2.172854423522949,9.63917064666748
14,ale_11_0_u,uncertain,18,-3.3495731353759766,9.917437553405762
14,ale_11_0_u,uncertain,19,-2.639157295227051,9.739717483520508
14,ale_11_0_u,uncertain,20,-1.7218170166015625,9.170780181884766
14,ale_11_0_u,uncertain,21,1.6295623779296875,8.73091983795166
14,ale_11_0_u,uncertain,22,1.385885238647461,8.830751419067383
